,Missed Count,Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,fees
5031,3,233104,08/16/19,Trash - Curbside/Alley Missed Pickup,I think you missed 4 entire blocks,"1428 electric ave, nashville, tn 37206, united states",37206.0,METRO,9508,6.0,1748676.260979,668013.476041053,400
5032,2,233107,08/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash- whole street was missed,"804 winthorne ct, 37217",37217.0,N/A,N/A,16.0,1758845.79945948,651768.799879188,200
5033,3,233144,08/16/19,Trash - Curbside/Alley Missed Pickup,ENTIRE BLOCK WAS MISSED,"517 ashlawn cir, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761071.51649134,625885.812536648,400
5034,4,233156,08/16/19,Trash - Curbside/Alley Missed Pickup,this is the second week in a row they have been late or missed us. our trash was always picked up by no later than 10 and now it's coming as late as 6 pm.,"3206 merlyn ln, nashville, tn 37214, united states",37214.0,RED RIVER,1502,15.0,1769341.27897817,672208.00200123,600
5035,2,233173,08/16/19,Trash - Curbside/Alley Missed Pickup,the area was missed,"4813 wales ct, nashville, tennessee, 37211",37211.0,RED RIVER,2405,30.0,1757129.79864786,633994.401216755,200
5036,2,233175,08/16/19,Trash - Curbside/Alley Missed Pickup,Whole street was missed on Thursday.,"453 manley dr, nashville, tn 37220, united states",37220.0,RED RIVER,2401,26.0,1746728.19932961,630502.401668435,200
5037,3,233176,08/16/19,Trash - Curbside/Alley Missed Pickup,MISSED...THE ENTIRE STREET MISSED,"309 higgins st, nashville, tennessee, 37211",37211.0,RED RIVER,2405,30.0,1754898.99225011,633697.399516108,400
5038,2,233199,08/16/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"5413 eulala dr, nashville, tn 37211, united states",37211.0,RED RIVER,3403,27.0,1760668.61957092,625797.01180831,200
5039,2,233247,08/16/19,Trash - Curbside/Alley Missed Pickup,still no pickup--Friday afternoon 3 pm.,"1600 linden ave, nashville, tn 37212, united states",37212.0,METRO,9403,18.0,1734363.40086232,654271.200723272,200
5040,2,233260,08/16/19,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET AND SURROUNDING STREETS MISSED.,"232 flora maxwell rd, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1756122.65375802,634651.467899318,200
5041,2,233269,08/16/19,Trash - Curbside/Alley Missed Pickup,missed the entire street,"112 bess ct s, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764384.19899969,625613.600717781,200
5042,4,233286,08/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash- all other numbers was picked up but not the even number  have not been picked up,"3124 lakeland dr, nashville, tn 37214, united states",37214.0,RED RIVER,2501,14.0,1777342.59918037,663540.000590597,600
5043,2,233292,08/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash-,"2725 shacklett dr, nashville, tn 37214, united states",37214.0,RED RIVER,2502,15.0,1770929.79829764,660012.001495724,200
5044,5,233299,08/16/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"3272 luann dr, 37013",37013.0,RED RIVER,3504,33.0,1785780.99737082,632352.000313565,800
5045,3,233303,08/16/19,Trash - Curbside/Alley Missed Pickup,miss,"5004 highlander dr, nashville, tn 37013, united states",37013.0,RED RIVER,4504,28.0,1773430.1966385,627434.242216522,400
5046,3,233304,08/16/19,Trash - Curbside/Alley Missed Pickup,Curb missed trash/Friday {Entire Street},"2537 forest view dr, nashville, tn 37013, united states",37013.0,RED RIVER,4503,29.0,1782670.59934799,632511.201298445,400
5047,4,233311,08/16/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up at 5:45 PM. others missed on the street,"3524 lanawood dr, nashville, tn 37217, united states",37217.0,N/A,N/A,29.0,1788447.25323889,639946.10990263,600
5048,3,233316,08/16/19,Trash - Curbside/Alley Missed Pickup,missed; cust says the cart was out,"119 47th ave n, nashville, tn 37209, united states",37209.0,WASTE IND,2306,24.0,1719456.84998814,659587.417386263,400
5049,2,233323,08/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash. whole street missed,"676 magnolia ln, nashville, tn 37211, united states",37211.0,RED RIVER,4402,4.0,1754096.61968207,620920.597883513,200
5050,5,233325,08/16/19,Trash - Curbside/Alley Missed Pickup,miss,"628 roxanne dr, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764155.3991553,625268.800135886,800
5051,5,233324,08/16/19,Trash - Curbside/Alley Missed Pickup,this street missed/Friday curb,"2214 cottage hill dr, nashville, tn 37013, united states",37013.0,RED RIVER,4502,28.0,1774428.99854678,636673.600141717,800
5052,2,233331,08/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash,1149 white mountain ln,37013.0,RED RIVER,4502,28.0,1775380.32609013,637469.951348789,200
5053,3,233332,08/16/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE NEIGHBORHOOD,"604 forest pointe pl, nashville, tn 37013, united states",37013.0,RED RIVER,4503,29.0,1783281.01061165,631835.647338579,400
5054,3,233335,08/16/19,Trash - Curbside/Alley Missed Pickup,missed for 3rd week in a row,"3516 lanawood dr, nashville, tn 37217, united states",37217.0,RED RIVER,3501,29.0,1788462.59850815,640124.801655033,400
5055,3,233343,08/16/19,Trash - Curbside/Alley Missed Pickup,I believe our whole street was missed,"120 bess ct s, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764456.99948983,625524.799989442,400
5056,2,233352,08/16/19,Trash - Curbside/Alley Missed Pickup,Trash in our neighborhood not collected again!,"129 nashboro greens, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1779273.70880891,641078.109935272,200
5057,2,233354,08/16/19,Trash - Curbside/Alley Missed Pickup,"Thursday is our trash pick-up day and not a single trash can was collected on our street. Ours and our neighbors' trashcans were all outside at the curbs at 5:30 AM when I took my dogs for a walk. I work from home with a clear view of the road from my office window and did not see or hear a garbage collection truck on our street all day on Thursday. There was one in our neighborhood but for some reason they skipped our whole street. There were no vehicles blocking the street so I don't know why we were skipped, but our street is starting to stink with the uncollected trash and heat.","616 brook dr, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1763900.74287851,624229.206128885,200
5058,2,233355,08/16/19,Trash - Curbside/Alley Missed Pickup,All of Ash Grove Dr. was missed,"210 ash grove dr, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761892.93856384,625469.186992363,200
5059,2,233358,08/16/19,Trash - Curbside/Alley Missed Pickup,Normal trash pickup in fairway pointe was not done,"2640 nashboro blvd, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1781069.78402554,641098.170585135,200
5060,2,233361,08/16/19,Trash - Curbside/Alley Missed Pickup,None of.my neighbors had theirs picked up.either,"2632 nashboro blvd, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1781064.75995866,641193.119314965,200
5061,4,233374,08/16/19,Trash - Curbside/Alley Missed Pickup,None of the trash was picked up on this street.,"129 kendall park dr, nashville, tn 37217, united states",37217.0,RED RIVER,4502,29.0,1777784.8951538,637556.911832072,600
5062,2,233376,08/16/19,Trash - Curbside/Alley Missed Pickup,This happens often and last week they never picked up recycling.,"2517 somerset dr, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1780972.46276472,637801.616934255,200
5063,3,233377,08/16/19,Trash - Curbside/Alley Missed Pickup,my neighborhood's trash was not picked up today. It is 7:45 on Friday,"203 nashboro greens ct, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1779878.29856617,641252.725445939,400
5064,2,233378,08/16/19,Trash - Curbside/Alley Missed Pickup,Looks like Towne Village and Towne Valley Roads not picked up,"3116 towne village rd, nashville, tn 37013, united states",37013.0,RED RIVER,3504,33.0,1788613.79937393,633495.20011719,200
5065,2,233380,08/16/19,Trash - Curbside/Alley Missed Pickup,Trash service has gotten progressively worse all year.,"3304 forest breeze dr, nashville, tn 37013, united states",37013.0,RED RIVER,3504,33.0,1787518.77045808,631497.629939535,200
5066,2,233382,08/16/19,Trash - Curbside/Alley Missed Pickup,Trash needs to be picked up,"2126 nashboro blvd, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1783000.01904298,640068.877992928,200
5067,5,233385,08/16/19,Trash - Curbside/Alley Missed Pickup,Trash not pick on Piccadilly Row or Regent Park,"605 piccadilly row, nashville, tn 37013, united states",37013.0,RED RIVER,4502,28.0,1772170.5785794,636605.59022499,800
5068,2,233388,08/16/19,Trash - Curbside/Alley Missed Pickup,My cart was at the street at 6:00 AM and had not been collected as of 8:12 PM. None of the carts on my street have been collected.,"2504 sleepy hollow dr, nashville, tn 37217, united states",37217.0,RED RIVER,4502,29.0,1778816.45540282,637056.553159004,200
5069,3,233389,08/16/19,Trash - Curbside/Alley Missed Pickup,This has been an ongoing problem lately! No one in Fairway Pointe was picked up!!!,"2520 nashboro blvd, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1781303.05982079,641161.862851636,400
5070,2,233394,08/16/19,Trash - Curbside/Alley Missed Pickup,You didn?t get my whole neighborhood?s trash....again. I?m wondering what has been going on since Memorial Day. You?ve been late or not shown up at all ever since.,"306 rural hill ct, nashville, tn 37217, united states",37217.0,RED RIVER,4503,29.0,1780267.39958494,635495.200209822,200
5071,2,233401,08/16/19,Trash - Curbside/Alley Missed Pickup,This is becoming old hat...please get this fixed!,"705 ashwell close, nashville, tn 37013, united states",37013.0,RED RIVER,3503,33.0,1797063.97315398,633430.294871959,200
5072,2,233408,08/16/19,Trash - Curbside/Alley Missed Pickup,this is an ongoing issue with the trash not being picked up. when will this be corrected and why do we have to pay for a new cart when the truck slings our cans down and breaks the lids?,"2833 desplane dr, nashville, tn 37217, united states",37217.0,RED RIVER,4503,29.0,1782889.52123181,635383.420163387,200
5073,2,233412,08/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash pickup again!,"2609 ravine dr, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1780959.30402319,637210.676650537,200
5074,2,233416,08/16/19,Trash - Curbside/Alley Missed Pickup,Our trash still hasn?t been picked up along with many others in the neighborhood so,"3608 lipton pl, nashville, tn 37013, united states",37013.0,RED RIVER,3504,33.0,1787976.99939193,630764.800825765,200
5075,2,233431,08/17/19,Trash - Curbside/Alley Missed Pickup,It?s 6:33 am on Saturday and my trash has not been picked up. Until approximately a couple months ago my trash was picked up between 8-9am on Friday.,"177 nashboro greens, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1780188.69843807,641178.167818579,200
5076,2,233440,08/17/19,Trash - Curbside/Alley Missed Pickup,Our trash pickup day is Friday. This is the 2nd week in a row that the trash has not been picked up on Friday.,"2424 ravine dr, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1779881.51998439,637715.347037558,200
5077,2,233447,08/17/19,Trash - Curbside/Alley Missed Pickup,I think my trash and my neighbor trash  was missed,"223 bell rd, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1782719.94957561,637779.47067333,200
5078,2,233459,08/17/19,Trash - Curbside/Alley Missed Pickup,No trash has been picked up on my street. Trash day was Fri.,"700 piccadilly row, nashville, tn 37013, united states",37013.0,N/A,N/A,28.0,1773640.88095226,637788.851965596,200
5079,2,233460,08/17/19,Trash - Curbside/Alley Missed Pickup,No trash has been picked up on my street. Trash day was Fri.,"700 piccadilly row, nashville, tn 37013, united states",37013.0,RED RIVER,4502,28.0,1773640.88095226,637788.851965596,200
5080,3,233464,08/17/19,Trash - Curbside/Alley Missed Pickup,No trash pickup on thursday 08/15/2019 none of the trash has been picked up this week at all. This makes the third time so far this year this has happened. Is it not the responsibility of the worker to report if any problems arise with trash pickup. Will the trash be pick up before thursday 08/22/82019? I hope this matter is resolved.,"333 flora maxwell rd, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1754941.94317395,634835.99277082,400
5081,2,233465,08/17/19,Trash - Curbside/Alley Missed Pickup,several houses along Ashmont and Ashmont Circle still have trash outside. I have neighbors with a can AND extra bags sitting at the curb and neighbors with 2 cans that are filled to the top. They will all be overflowing by next Thursday,"912 ashmont cir, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761038.91447248,624743.825711754,200
5082,2,233468,08/17/19,Trash - Curbside/Alley Missed Pickup,They did not pick up the entire streets garbage on the east side of Calais Circle,"3360 calais cir, nashville, tn 37013, united states",37013.0,RED RIVER,3504,29.0,1784336.44853495,631279.911140649,200
5083,2,233471,08/17/19,Trash - Curbside/Alley Missed Pickup,"Trash day for us is Thursday. Looks like they've missed the entire street as all trash receptacles are still out on the street, today, Saturday","340 flora maxwell rd, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1754798.59402041,634762.258306839,200
5084,2,233482,08/17/19,Trash - Curbside/Alley Missed Pickup,Garbage not picked up,"2950 anderson rd, nashville, tn 37217, united states",37217.0,RED RIVER,4503,29.0,1783542.13346999,634297.594451573,200
5085,2,233506,08/17/19,Trash - Curbside/Alley Missed Pickup,Normal pickup is Thursday. As of Saturday 8/17 no one on our streets trash has been picked up.,"313 jeri ct, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1765853.79891341,626283.200594451,200
5086,2,233509,08/17/19,Trash - Curbside/Alley Missed Pickup,Our entire street?s trash was not picked up on Friday.  The truck didn?t come until Saturday mid-morning. This is the second week in row this happened.,"2548 somerset dr, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1781314.4000836,638017.946644938,200
5087,2,233515,08/17/19,Trash - Curbside/Alley Missed Pickup,Trash wasn?t picked up on regular Friday schedule. The truck came by sometime after 8am Saturday. Unacceptable!,"2613 timberland dr, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1782060.1801693,638252.530399316,200
5088,4,233524,08/17/19,Trash - Curbside/Alley Missed Pickup,"The neighbors on the other side of the street had their trash picked up,  but our side gets missed a lot.","3524 lanawood dr, nashville, tn 37217, united states",37217.0,RED RIVER,3501,29.0,1788447.25323889,639946.10990263,600
5089,2,233603,08/18/19,Trash - Curbside/Alley Missed Pickup,A lot of houses on my street were missed.,"532 michele dr, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764486.47111333,624652.001441002,200
5090,2,233630,08/18/19,Trash - Curbside/Alley Missed Pickup,Curbside brown cart trash pick up missed,"2731 mossdale dr, nashville, tn 37217, united states",37217.0,RED RIVER,2505,29.0,1783584.8485757,636832.446823985,200
5091,3,233642,08/19/19,Trash - Curbside/Alley Missed Pickup,"Trash pickup was missed for our entire subdivision this past Thursday, 8/15. Most people's full carts are still sitting out on the road days later and no truck has come by.","5317 ashlawn dr, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761211.85397502,625591.131919281,400
5092,2,233718,08/19/19,Trash - Curbside/Alley Missed Pickup,"311 & 309 Address, missed last Thursday. Whole sub-division curb {not picking but at times, every other week, and sometimes not at all.","311 flora maxwell rd, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1755735.73386801,634787.665561153,200
5093,4,233719,08/19/19,Trash - Curbside/Alley Missed Pickup,MISSED,"2221 una antioch pike, nashville, tn 37013, united states",37013.0,RED RIVER,4502,28.0,1774611.3984919,636150.400663622,600
5094,2,233727,08/19/19,Trash - Curbside/Alley Missed Pickup,missed everyone,"239 ash grove dr, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761248.29874215,625001.602490105,200
5095,2,233728,08/19/19,Trash - Curbside/Alley Missed Pickup,missed everyone,"239 ash grove dr, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761248.29874215,625001.602490105,200
5096,3,233735,08/19/19,Trash - Curbside/Alley Missed Pickup,missed again,"3312 smith springs rd, nashville, tn 37013, united states",37013.0,RED RIVER,3502,33.0,1796112.99980833,636960.801053375,400
5097,2,233761,08/19/19,Trash - Curbside/Alley Missed Pickup,Missed trash- missed the whole street,"317 jeri ct, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1765823.39925235,626224.801505932,200
5098,2,233775,08/19/19,Trash - Curbside/Alley Missed Pickup,"Entire Street/missed, last Thursday.","120 benzing rd, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1766332.08256084,626080.741978218,200
5099,2,233787,08/19/19,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET MISSED.,"404 josephine ct, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1765227.39928411,626144.800314972,200
5100,2,233809,08/19/19,Trash - Curbside/Alley Missed Pickup,miss,"517 michele dr, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764196.78883899,624531.172533665,200
5101,3,233815,08/19/19,Trash - Curbside/Alley Missed Pickup,EVERYONE'S TRASH IS STILL OUT.,"1000 trevino pl, antioch, tennessee, 37013",37013.0,RED RIVER,3505,29.0,1785842.68515534,636907.168793178,400
5102,7,233835,08/19/19,Trash - Curbside/Alley Missed Pickup,missed again. whole street missed,"1584 bell rd, nashville, tn 37211, united states",37211.0,N/A,N/A,31.0,1762228.9989711,623444.800684609,1200
5103,3,233877,08/19/19,Trash - Curbside/Alley Missed Pickup,missed and was not picked up,"1810 lombardy ave, nashville, tn 37215, united states",37215.0,RED RIVER,4305,25.0,1731638.79339593,650763.483899172,400
5104,4,233906,08/19/19,Trash - Curbside/Alley Missed Pickup,missed the street,"5308 ashlawn dr, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1760875.01987333,625505.916700663,600
5105,5,233914,08/19/19,Trash - Curbside/Alley Missed Pickup,missed the entire street,"628 roxanne dr, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764155.3991553,625268.800135886,800
5106,3,233930,08/19/19,Trash - Curbside/Alley Missed Pickup,missed trash- whole street missed,"333 flora maxwell rd, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1754941.94317395,634835.99277082,400
5107,2,233956,08/19/19,Trash - Curbside/Alley Missed Pickup,Looks like the whole street was missed on Thursday. When can we expect this to be cleared up?,"340 flora maxwell rd, nashville, tn 37211, united states",37211.0,N/A,N/A,30.0,1754798.59402041,634762.258306839,200
5108,2,234025,08/19/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE NEIGHBORHOOD.,"217 flora maxwell rd, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1756198.59903214,634770.40089652,200
5109,2,234031,08/19/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"532 michele dr, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764486.47111333,624652.001441002,200
5110,2,234045,08/19/19,Trash - Curbside/Alley Missed Pickup,Whole sub-division missed/trash pickup. Last Thursday. Curb,"912 ashmont cir, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761038.91447248,624743.825711754,200
5111,3,234079,08/19/19,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN.,"5032 mt view rd, nashville, tn 37013, united states",37013.0,RED RIVER,4504,32.0,1770955.49247188,628205.496834305,400
5112,2,234120,08/19/19,Trash - Curbside/Alley Missed Pickup,miss,"209 craigmeade dr, nashville, tn 37214, united states",37214.0,RED RIVER,1503,15.0,1764353.79933862,667897.599965302,200
5113,2,234494,08/20/19,Trash - Curbside/Alley Missed Pickup,"Missed Trash Pickup 3 week in a row.  Missed requests and a complaint has been put in and now she wants the trash supervisor to address what the problem is.  704 & 706 duplex, Friday pickkup {Friday}.","704 maylene dr, nashville, tn 37115, united states",37115.0,N/A,N/A,9.0,1763128.99950747,709019.998937402,200
5114,2,234838,08/20/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,"708 yoest cir, nashville, tn 37013, united states",37013.0,RED RIVER,4404,31.0,1764760.99807921,625399.200296269,200
5115,4,235004,08/20/19,Trash - Curbside/Alley Missed Pickup,missed again,"1704 simpkins st, nashville, tn 37208, united states",37208.0,METRO,9205,2.0,1728646.65822996,675278.163644604,600
5116,3,235008,08/20/19,Trash - Curbside/Alley Missed Pickup,miss,"706 w trinity ln, nashville, tn 37207, united states",37207.0,RED RIVER,3202,2.0,1733916.51417005,682903.276727719,400
5117,5,235017,08/20/19,Trash - Curbside/Alley Missed Pickup,dead end trash curb {Tuesday},"2808 harriette ct, nashville, tn 37206, united states",37206.0,RED RIVER,1201,6.0,1757994.59905596,674670.200416505,800
5118,3,235067,08/20/19,Trash - Curbside/Alley Missed Pickup,"My bin was not emptied on 8/6/19. I've never had a problem with this before, so I assumed it was just a rare error and I did not report it. However, my trash bin was not emptied again today (8/20/19).  The bin was the correct tan one, and was placed curbside the night before. It was not overfilled, and had no additional objects on top of it. Neither was it a case of the trash bags being ""stuck"" inside the container. I have lived at this same address for 30 years and the bin was in the same location it has been during that entire time. I can not think of any reason why it was not tended to, but two out the last three weeks service was not rendered. If there is a valid reason for being overlooked I need to know what it is. To date I have received no warnings. Thank you.","1312 plymouth ave, nashville, tn 37216, united states",37216.0,RED RIVER,2203,7.0,1758251.99987027,687690.399192163,400
5119,2,235095,08/21/19,Trash - Curbside/Alley Missed Pickup,Trash can is where it always is. At the end of our driveway on Beaumont. {now has 1 bag of trash/outside the cart. Due to being missed,"602 barbara dr, nashville, tn 37115, united states",37115.0,RED RIVER,3214,8.0,1754343.79823191,699724.088105018,200
5120,5,235149,08/21/19,Trash - Curbside/Alley Missed Pickup,MISSED...Trash/curb {Tuesday} 3 homes,"4111 gallatin pike, nashville, tn 37216, united states",37216.0,RED RIVER,2204,8.0,1754251.43969646,688436.117936354,800
5121,4,235200,08/21/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/missed Tuesday
out on time.","301 walton ln, nashville, tn 37115, united states",37115.0,RED RIVER,2204,8.0,1752553.19823901,694609.599896511,600
5122,2,235288,08/21/19,Trash - Curbside/Alley Missed Pickup,the entire street was missed recycle was gotten,"3937 dry fork rd, whites creek, tennessee, 37189",37189.0,RED RIVER,3201,1.0,1721254.6012129,697905.599495116,200
5123,3,235292,08/21/19,Trash - Curbside/Alley Missed Pickup,MISSED....ALLEY,"1726 25th ave n, nashville, tn 37208, united states",37208.0,METRO,9201,21.0,1727531.40204975,672495.20093413,400
5124,2,235293,08/21/19,Trash - Curbside/Alley Missed Pickup,"CUST SAYS THIS WAS NOT EMPTIED
-------------------------------------------------------------------------------
SR:1161561 - 08/20/2019 4:16 PM
BY: MANGRUM, JOSHUA W: 08/20/2019 04:16:01 PM
CART HAS BEEN SERVICED PER M JOHNSON TK H99","5211 park ave, nashville, tn 37209, united states",37209.0,RED RIVER,1308,24.0,1717283.43351226,662573.986704443,200
5125,4,235315,08/21/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/not getting emptied, for 2409 & 2411 {Tuesday}","2411 buchanan st, nashville, tn 37208, united states",37208.0,METRO,9205,21.0,1727329.0008175,673261.601658234,600
5126,8,235404,08/21/19,Trash - Curbside/Alley Missed Pickup,miss,"1501 lewis rd, nashville, tn 37115, united states",37115.0,RED RIVER,3212,8.0,1752116.99881936,696544.399908951,1400
5127,3,235415,08/21/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"115 head dr, nashville, tn 37115, united states",37115.0,RED RIVER,3214,8.0,1752174.59848959,702861.599071667,400
5128,3,235430,08/21/19,Trash - Curbside/Alley Missed Pickup,miss,"231 w old hickory blvd, nashville, tn 37115, united states",37115.0,N/A,N/A,8.0,1757896.47837686,703209.478601203,400
5129,10,235624,08/21/19,Trash - Curbside/Alley Missed Pickup,Trash was left out at the curb but was not picked up,"4024 stewarts ln, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1714702.33152131,682276.61985986,1800
5130,5,235658,08/21/19,Trash - Curbside/Alley Missed Pickup,Curb trash/missed Tuesday,"104 e marthona rd, nashville, tn 37115, united states",37115.0,RED RIVER,3214,8.0,1754010.91175268,703336.720663619,800
5131,13,235665,08/21/19,Trash - Curbside/Alley Missed Pickup,"This is the fourth week in a row that I've had to trouble you with our missed trash pick up (at least my entire street).  Your response has been consistently outstanding, but I'm afraid that I'm back to the well yet again.  Thank you in advance for your kind assistance.","320 old hickory blvd, nashville, tn 37221, united states",37221.0,RED RIVER,1303,23.0,1697705.57688664,639801.153997486,2400
5132,3,235718,08/21/19,Trash - Curbside/Alley Missed Pickup,"MISSED THIS ENTIRE SIDE OF THE STREET, ONLY PICKED UP THE OPPOSITE SIDE","4003 copeland dr, nashville, tn 37215, united states",37215.0,RED RIVER,3304,34.0,1720281.25207038,646770.915929422,400
5133,2,235738,08/21/19,Trash - Curbside/Alley Missed Pickup,miss,"971 windrowe dr, nashville, tn 37205, united states",37205.0,RED RIVER,1301,23.0,1701565.42361273,650680.391888021,200
5134,3,235744,08/21/19,Trash - Curbside/Alley Missed Pickup,Trash not picked on entire street.,"4003 copeland dr, nashville, tn 37215, united states",37215.0,N/A,N/A,34.0,1720281.25207038,646770.915929422,400
5135,2,235760,08/21/19,Trash - Curbside/Alley Missed Pickup,Entire road was missed again unless still running,"2701 mashburn rd, nashville, tn 37210, united states",37210.0,RED RIVER,4303,16.0,1752872.19977248,648506.868559207,200
5136,5,235769,08/21/19,Trash - Curbside/Alley Missed Pickup,I am consistently missed. The neighbor around the corner directly prior to my pick up was taken care of. This happens way too often. Please come up with a permanent resolution,"1815 woodmont blvd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730532.25206531,648861.630209499,800
5137,2,235783,08/21/19,Trash - Curbside/Alley Missed Pickup,House is on corner of Woodmont and Stokesmont.  Trash can is on the Woodmont side of my house.,"1719 woodmont blvd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730920.29444849,648861.210712776,200
5138,4,235812,08/22/19,Trash - Curbside/Alley Missed Pickup,This is my third time of not having my trash taken.  Me and my neighbors across the street have been having this issue for over a month.  I am not sure why my trash is not being collected but it is getting really frustrating as I just moved in and tend to have more trash than usual.,"4600 granny white pike, nashville, tn 37220, united states",37220.0,RED RIVER,3302,34.0,1731364.92337775,640048.176225433,600
5139,2,235815,08/22/19,Trash - Curbside/Alley Missed Pickup,missed trash pickup. 2nd time in 1 month,"177 briggs ave, nashville, tn 37211, united states",37211.0,RED RIVER,4304,16.0,1753661.00003855,642460.800813423,200
5140,4,235821,08/22/19,Trash - Curbside/Alley Missed Pickup,Third time within the last two months...help get the problem solved,"101 westminster pl, nashville, tn 37205, united states",37205.0,RED RIVER,1303S,23.0,1709017.75122468,643027.190645094,600
5141,4,235822,08/22/19,Trash - Curbside/Alley Missed Pickup,Trash was out Tuesday night - looking down the street serveral containers were missed on the Granny White street  {UNIT-A},"1503 shackleford rd, nashville, tn 37215, united states",37215.0,RED RIVER,3302,25.0,1731881.00130536,644397.601350327,600
5142,2,235856,08/22/19,Trash - Curbside/Alley Missed Pickup,MISSED,"6301 harding pike, nashville, tn 37205, united states",37205.0,RED RIVER,1303,23.0,1708079.41224965,642077.196784714,200
5143,4,235862,08/22/19,Trash - Curbside/Alley Missed Pickup,"MISSED TRASH, SOME CARTS EMPTIED SOME LEFT","193 thompson ln, nashville, tn 37211, united states",37211.0,RED RIVER,4304,16.0,1750034.59928092,647602.401965747,600
5144,2,235871,08/22/19,Trash - Curbside/Alley Missed Pickup,MISSED THIS ENTIRE SIDE OF STREET.,"4022 dorcas dr, nashville, tn 37215, united states",37215.0,RED RIVER,3304,34.0,1720168.4015158,646054.700468863,200
5145,2,235882,08/22/19,Trash - Curbside/Alley Missed Pickup,missed,"4610 shys hill rd, nashville, tn 37215, united states",37215.0,RED RIVER,3303,34.0,1728971.2453988,639958.783848415,200
5146,2,235890,08/22/19,Trash - Curbside/Alley Missed Pickup,The entire neighborhood was missed.,"1312 duncanwood ct, nashville, tn 37204, united states",37204.0,RED RIVER,3302,25.0,1733548.13074883,642938.530408583,200
